system:index,area_km2,class,class_color,classe,nome,territory,year,.geo
35_8_12,13.603369188232445,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Uruará,1508159.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_8_13,78.85302258221388,109.0,EE2918,Assentamento-A Com CAR,Uruará,1508159.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_8_14,24.40338982318188,110.0,5EDC40,Assentamento-B Com CAR,Uruará,1508159.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_8_15,0.4639944822387689,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Uruará,1508159.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_8_16,0.007137867431640624,114.0,E5E5E5,Áreas Urbanas Com CAR,Uruará,1508159.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_8_17,2.998556845214849,199.0,9D9D9C,Outras Sobreposições Com CAR,Uruará,1508159.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_9_0,0.08834810418701182,2.0,FEEB72,Terra Indígena não Homologada Sem CAR,Vitória do Xingu,1508357.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_9_1,2.6725678100585943,4.0,7F3822,Glebas Públicas Sem CAR,Vitória do Xingu,1508357.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_9_2,1.0943305764770481,5.0,A85529,Glebas Públicas - FPND Sem CAR,Vitória do Xingu,1508357.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_9_3,0.16781805834960925,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Vitória do Xingu,1508357.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_9_4,0.10086419616699219,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Vitória do Xingu,1508357.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_9_5,0.03302222387695311,15.0,41BBD9,Massas d'água Sem CAR,Vitória do Xingu,1508357.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_9_6,0.030340902099609376,102.0,FEEB72,Terra Indígena não Homologada Com CAR,Vitória do Xingu,1508357.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_9_7,5.299196333190925,104.0,7F3822,Glebas Públicas Com CAR,Vitória do Xingu,1508357.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_9_8,0.5507502615356452,105.0,A85529,Glebas Públicas - FPND Com CAR,Vitória do Xingu,1508357.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_9_9,5.065379706054686,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Vitória do Xingu,1508357.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_9_10,0.021426792541503897,109.0,EE2918,Assentamento-A Com CAR,Vitória do Xingu,1508357.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_9_11,0.9372705593872088,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Vitória do Xingu,1508357.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_9_12,0.009819479003906253,114.0,E5E5E5,Áreas Urbanas Com CAR,Vitória do Xingu,1508357.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_9_13,0.07051259552001952,115.0,41BBD9,Massas d'água Com CAR,Vitória do Xingu,1508357.0,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_0,12.056221279846195,1.0,DBA303,Terra Indígena Homologada Sem CAR,Altamira,1500602.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_1,3.5927386079711923,2.0,FEEB72,Terra Indígena não Homologada Sem CAR,Altamira,1500602.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_2,34.269717983703345,3.0,F14A74,Área Militar Sem CAR,Altamira,1500602.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_3,166.97945875140735,4.0,7F3822,Glebas Públicas Sem CAR,Altamira,1500602.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_4,24.698962228881857,5.0,A85529,Glebas Públicas - FPND Sem CAR,Altamira,1500602.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_5,4.721079402404789,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Altamira,1500602.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_6,0.016955411804199214,9.0,EE2918,Assentamento-A Sem CAR,Altamira,1500602.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_7,67.2944709589219,11.0,008148,UCUS Sem CAR,Altamira,1500602.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_8,39.335332655944654,12.0,21B8A1,UCPI Sem CAR,Altamira,1500602.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_9,137.0961216670131,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Altamira,1500602.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_10,0.3513729296264653,14.0,E5E5E5,Áreas Urbanas Sem CAR,Altamira,1500602.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_11,0.09900389245605463,15.0,41BBD9,Massas d'água Sem CAR,Altamira,1500602.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_12,20.26481077062999,102.0,FEEB72,Terra Indígena não Homologada Com CAR,Altamira,1500602.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_13,11.02961541839596,103.0,F14A74,Área Militar Com CAR,Altamira,1500602.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_14,510.97846983093484,104.0,7F3822,Glebas Públicas Com CAR,Altamira,1500602.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_15,56.99300737207041,105.0,A85529,Glebas Públicas - FPND Com CAR,Altamira,1500602.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_16,26.91901429309097,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Altamira,1500602.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_17,12.529596603332523,109.0,EE2918,Assentamento-A Com CAR,Altamira,1500602.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_18,102.1172903457624,110.0,5EDC40,Assentamento-B Com CAR,Altamira,1500602.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_19,1.1334999847412108,111.0,008148,UCUS Com CAR,Altamira,1500602.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_20,21.534879039550596,112.0,21B8A1,UCPI Com CAR,Altamira,1500602.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_21,260.27447013240214,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Altamira,1500602.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_22,0.049987458618164046,114.0,E5E5E5,Áreas Urbanas Com CAR,Altamira,1500602.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_23,0.03654751800537109,115.0,41BBD9,Massas d'água Com CAR,Altamira,1500602.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_24,0.18635757043457007,199.0,9D9D9C,Outras Sobreposições Com CAR,Altamira,1500602.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_1_0,7.586078069763145,1.0,DBA303,Terra Indígena Homologada Sem CAR,Anapu,1500859.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_1_1,17.877618199218794,4.0,7F3822,Glebas Públicas Sem CAR,Anapu,1500859.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_1_2,4.164529939575189,5.0,A85529,Glebas Públicas - FPND Sem CAR,Anapu,1500859.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_1_3,0.24103964770507813,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Anapu,1500859.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_1_4,3.305112783020021,9.0,EE2918,Assentamento-A Sem CAR,Anapu,1500859.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_1_5,4.078826224182106,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Anapu,1500859.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_1_6,0.01695975775146484,15.0,41BBD9,Massas d'água Sem CAR,Anapu,1500859.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_1_7,48.871231954468094,104.0,7F3822,Glebas Públicas Com CAR,Anapu,1500859.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_1_8,6.3872004577636625,105.0,A85529,Glebas Públicas - FPND Com CAR,Anapu,1500859.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_1_9,10.500502083984337,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Anapu,1500859.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_1_10,21.23810421307361,109.0,EE2918,Assentamento-A Com CAR,Anapu,1500859.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_1_11,16.508119556213174,110.0,5EDC40,Assentamento-B Com CAR,Anapu,1500859.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_1_12,4.586508897277843,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Anapu,1500859.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_1_13,0.23567143005371116,114.0,E5E5E5,Áreas Urbanas Com CAR,Anapu,1500859.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_1_14,0.008033931640624999,115.0,41BBD9,Massas d'água Com CAR,Anapu,1500859.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_1_15,0.018745821044921875,199.0,9D9D9C,Outras Sobreposições Com CAR,Anapu,1500859.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_2_0,0.017843601806640623,1.0,DBA303,Terra Indígena Homologada Sem CAR,Brasil Novo,1501725.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_2_1,1.5159033905029327,4.0,7F3822,Glebas Públicas Sem CAR,Brasil Novo,1501725.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_2_2,0.027676630859374995,5.0,A85529,Glebas Públicas - FPND Sem CAR,Brasil Novo,1501725.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_2_3,0.09014324365234369,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Brasil Novo,1501725.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_2_4,0.004463891662597657,9.0,EE2918,Assentamento-A Sem CAR,Brasil Novo,1501725.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_2_5,0.014277273193359375,15.0,41BBD9,Massas d'água Sem CAR,Brasil Novo,1501725.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_2_6,3.818533161499004,104.0,7F3822,Glebas Públicas Com CAR,Brasil Novo,1501725.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_2_7,0.08213817095947266,105.0,A85529,Glebas Públicas - FPND Com CAR,Brasil Novo,1501725.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_2_8,0.09192280871582031,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Brasil Novo,1501725.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_2_9,0.9075962379760747,109.0,EE2918,Assentamento-A Com CAR,Brasil Novo,1501725.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_2_10,0.14555468884277334,110.0,5EDC40,Assentamento-B Com CAR,Brasil Novo,1501725.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_3_0,0.1258449104614258,4.0,7F3822,Glebas Públicas Sem CAR,Medicilândia,1504455.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_3_1,0.02944717254638671,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Medicilândia,1504455.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_3_2,0.02945482031249999,9.0,EE2918,Assentamento-A Sem CAR,Medicilândia,1504455.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_3_3,1.1904922148437518,104.0,7F3822,Glebas Públicas Com CAR,Medicilândia,1504455.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_3_4,0.08034027526855476,105.0,A85529,Glebas Públicas - FPND Com CAR,Medicilândia,1504455.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_3_5,0.3097215899658206,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Medicilândia,1504455.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_3_6,6.682209026855463,109.0,EE2918,Assentamento-A Com CAR,Medicilândia,1504455.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_3_7,16.40618087652573,110.0,5EDC40,Assentamento-B Com CAR,Medicilândia,1504455.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_3_8,0.04642242095947263,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Medicilândia,1504455.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_3_9,0.0964139465942383,199.0,9D9D9C,Outras Sobreposições Com CAR,Medicilândia,1504455.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_4_0,0.016049569519042968,1.0,DBA303,Terra Indígena Homologada Sem CAR,Pacajá,1505486.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_4_1,15.282346166870102,4.0,7F3822,Glebas Públicas Sem CAR,Pacajá,1505486.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_4_2,2.455540393920899,5.0,A85529,Glebas Públicas - FPND Sem CAR,Pacajá,1505486.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_4_3,0.5300325543823239,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Pacajá,1505486.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_4_4,2.6117461505737345,9.0,EE2918,Assentamento-A Sem CAR,Pacajá,1505486.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_4_5,1.0716459797363298,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Pacajá,1505486.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_4_6,8.923179321289063E-4,14.0,E5E5E5,Áreas Urbanas Sem CAR,Pacajá,1505486.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_4_7,8.9162939453125E-4,101.0,DBA303,Terra Indígena Homologada Com CAR,Pacajá,1505486.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_4_8,49.84453021289065,104.0,7F3822,Glebas Públicas Com CAR,Pacajá,1505486.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_4_9,6.020180505371101,105.0,A85529,Glebas Públicas - FPND Com CAR,Pacajá,1505486.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_4_10,14.811374767639172,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Pacajá,1505486.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_4_11,126.44105430828812,109.0,EE2918,Assentamento-A Com CAR,Pacajá,1505486.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_4_12,10.801753199035668,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Pacajá,1505486.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_4_13,0.037486743591308595,115.0,41BBD9,Massas d'água Com CAR,Pacajá,1505486.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_4_14,0.5816707462158209,199.0,9D9D9C,Outras Sobreposições Com CAR,Pacajá,1505486.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_5_0,0.09718306152343743,1.0,DBA303,Terra Indígena Homologada Sem CAR,Placas,1505650.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_5_1,0.4709153063354492,4.0,7F3822,Glebas Públicas Sem CAR,Placas,1505650.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_5_2,0.057094569885253924,5.0,A85529,Glebas Públicas - FPND Sem CAR,Placas,1505650.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_5_3,0.006242457092285157,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Placas,1505650.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_5_4,0.06778144592285155,9.0,EE2918,Assentamento-A Sem CAR,Placas,1505650.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_5_5,0.048179155212402326,10.0,5EDC40,Assentamento-B Sem CAR,Placas,1505650.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_5_6,0.7422467440795898,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Placas,1505650.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_5_7,1.585863737854002,104.0,7F3822,Glebas Públicas Com CAR,Placas,1505650.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_5_8,0.1775263745117187,105.0,A85529,Glebas Públicas - FPND Com CAR,Placas,1505650.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_5_9,1.5413785913696354,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Placas,1505650.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_5_10,7.373173862182625,109.0,EE2918,Assentamento-A Com CAR,Placas,1505650.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_5_11,14.548804358338014,110.0,5EDC40,Assentamento-B Com CAR,Placas,1505650.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_5_12,0.057104781005859404,111.0,008148,UCUS Com CAR,Placas,1505650.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_5_13,2.439960211242674,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Placas,1505650.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_5_14,0.7465628686523433,199.0,9D9D9C,Outras Sobreposições Com CAR,Placas,1505650.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_6_0,0.6055107348022452,4.0,7F3822,Glebas Públicas Sem CAR,Porto de Moz,1505908.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_6_1,0.34120400567626885,5.0,A85529,Glebas Públicas - FPND Sem CAR,Porto de Moz,1505908.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_6_2,0.018763411804199225,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Porto de Moz,1505908.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_6_3,8.932537841796875E-4,10.0,5EDC40,Assentamento-B Sem CAR,Porto de Moz,1505908.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_6_4,4.651618492431643,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Porto de Moz,1505908.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_6_5,2.579390288146974,104.0,7F3822,Glebas Públicas Com CAR,Porto de Moz,1505908.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_6_6,0.7002602962036147,105.0,A85529,Glebas Públicas - FPND Com CAR,Porto de Moz,1505908.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_6_7,1.5850157400512672,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Porto de Moz,1505908.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_6_8,1.6823700144042988,109.0,EE2918,Assentamento-A Com CAR,Porto de Moz,1505908.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_6_9,2.5976898128662205,110.0,5EDC40,Assentamento-B Com CAR,Porto de Moz,1505908.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_6_10,9.359789809509271,111.0,008148,UCUS Com CAR,Porto de Moz,1505908.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_6_11,18.490518231384307,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Porto de Moz,1505908.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_6_12,0.015184141235351561,115.0,41BBD9,Massas d'água Com CAR,Porto de Moz,1505908.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_6_13,0.061648113220214865,120.0,03405D,Imóvel Rural Privado e UCUS Com CAR,Porto de Moz,1505908.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_7_0,1.286215658264161,1.0,DBA303,Terra Indígena Homologada Sem CAR,Senador José Porfírio,1507805.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_7_1,4.2932736785278305,2.0,FEEB72,Terra Indígena não Homologada Sem CAR,Senador José Porfírio,1507805.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_7_2,2.550192668029789,4.0,7F3822,Glebas Públicas Sem CAR,Senador José Porfírio,1507805.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_7_3,0.323245449951172,5.0,A85529,Glebas Públicas - FPND Sem CAR,Senador José Porfírio,1507805.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_7_4,1.4741220496826175,9.0,EE2918,Assentamento-A Sem CAR,Senador José Porfírio,1507805.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_7_5,1.5235840347290077,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Senador José Porfírio,1507805.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_7_6,0.004458705017089844,15.0,41BBD9,Massas d'água Sem CAR,Senador José Porfírio,1507805.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_7_7,8.917651977539062E-4,99.0,9D9D9C,Outras Sobreposições Sem CAR,Senador José Porfírio,1507805.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_7_8,0.02140532305908204,101.0,DBA303,Terra Indígena Homologada Com CAR,Senador José Porfírio,1507805.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_7_9,42.012414633726685,102.0,FEEB72,Terra Indígena não Homologada Com CAR,Senador José Porfírio,1507805.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_7_10,12.076235969177267,104.0,7F3822,Glebas Públicas Com CAR,Senador José Porfírio,1507805.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_7_11,1.1938453533325182,105.0,A85529,Glebas Públicas - FPND Com CAR,Senador José Porfírio,1507805.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_7_12,0.8270245175781238,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Senador José Porfírio,1507805.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_7_13,18.201664866271877,109.0,EE2918,Assentamento-A Com CAR,Senador José Porfírio,1507805.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_7_14,21.279162885131665,110.0,5EDC40,Assentamento-B Com CAR,Senador José Porfírio,1507805.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_7_15,36.90877649200461,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Senador José Porfírio,1507805.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_7_16,0.018746802246093753,115.0,41BBD9,Massas d'água Com CAR,Senador José Porfírio,1507805.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_7_17,0.09374143646240228,199.0,9D9D9C,Outras Sobreposições Com CAR,Senador José Porfírio,1507805.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_8_0,2.147410098999023,1.0,DBA303,Terra Indígena Homologada Sem CAR,Uruará,1508159.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_8_1,1.790596957214355,4.0,7F3822,Glebas Públicas Sem CAR,Uruará,1508159.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_8_2,0.24893933312988292,5.0,A85529,Glebas Públicas - FPND Sem CAR,Uruará,1508159.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_8_3,0.042817919921874996,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Uruará,1508159.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_8_4,0.45862858251953165,9.0,EE2918,Assentamento-A Sem CAR,Uruará,1508159.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_8_5,0.07940831701660148,10.0,5EDC40,Assentamento-B Sem CAR,Uruará,1508159.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_8_6,0.015168049194335939,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Uruará,1508159.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_8_7,7.8032977066040115,104.0,7F3822,Glebas Públicas Com CAR,Uruará,1508159.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_8_8,0.4398998876953126,105.0,A85529,Glebas Públicas - FPND Com CAR,Uruará,1508159.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_8_9,0.6182044994506839,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Uruará,1508159.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_8_10,11.844727111633302,109.0,EE2918,Assentamento-A Com CAR,Uruará,1508159.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_8_11,4.768454581726102,110.0,5EDC40,Assentamento-B Com CAR,Uruará,1508159.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_8_12,0.3861395106201167,199.0,9D9D9C,Outras Sobreposições Com CAR,Uruará,1508159.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_9_0,0.1017637978515625,4.0,7F3822,Glebas Públicas Sem CAR,Vitória do Xingu,1508357.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_9_1,0.01160635565185547,5.0,A85529,Glebas Públicas - FPND Sem CAR,Vitória do Xingu,1508357.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_9_2,0.01785563330078125,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Vitória do Xingu,1508357.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_9_3,0.005356670288085937,9.0,EE2918,Assentamento-A Sem CAR,Vitória do Xingu,1508357.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_9_4,0.01874314764404297,15.0,41BBD9,Massas d'água Sem CAR,Vitória do Xingu,1508357.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_9_5,0.5401254407348628,104.0,7F3822,Glebas Públicas Com CAR,Vitória do Xingu,1508357.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_9_6,0.08658490124511711,105.0,A85529,Glebas Públicas - FPND Com CAR,Vitória do Xingu,1508357.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_9_7,0.19193488562011726,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Vitória do Xingu,1508357.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_9_8,0.0026783360595703126,109.0,EE2918,Assentamento-A Com CAR,Vitória do Xingu,1508357.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_9_9,0.02856490283203125,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Vitória do Xingu,1508357.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
